network_element_id,region_id,date_id,hour,last_updated_ts,uptime_seconds,downtime_seconds,calls_attempted,calls_dropped,packets_sent,packets_lost,bandwidth_capacity_mb,bandwidth_used_mb,outage_minutes,repair_minutes,availability_percent,dropped_call_rate,latency_ms,latency_ms_p95,packet_loss_percent,bandwidth_utilization_percent,mttr_hours
8,8,2024-09-15,0,2024-09-15,86254,146,854,10,191316,132,1000,698,2.433333333333333,135,99.83,1.18,36.0,46.7,0.07,69.88,2.27
9,9,2024-09-15,0,2024-09-15,86214,186,817,8,147144,83,1000,668,3.1,117,99.79,1.06,45.4,54.2,0.06,66.82,1.96
10,10,2024-09-15,0,2024-09-15,86173,227,1192,9,202154,137,1000,752,3.783333333333333,103,99.74,0.82,44.1,59.6,0.07,75.28,1.73
1,1,2024-09-16,0,2024-09-16,86143,257,673,4,136720,98,1000,755,4.283333333333333,130,99.7,0.61,52.6,64.4,0.07,75.51,2.17
2,2,2024-09-16,0,2024-09-16,86298,102,965,8,194735,176,1000,688,1.7,135,99.88,0.91,43.3,51.7,0.09,68.89,2.26
3,3,2024-09-16,0,2024-09-16,86101,299,480,6,95074,13,1000,800,4.983333333333333,145,99.65,1.27,45.4,56.8,0.01,80.02,2.42
4,4,2024-09-16,0,2024-09-16,86290,110,460,4,132192,123,1000,527,1.8333333333333333,111,99.87,1.01,48.4,62.8,0.09,52.74,1.87
5,5,2024-09-16,0,2024-09-16,86289,111,640,7,182145,120,1000,803,1.85,116,99.87,1.2,48.5,56.6,0.07,80.33,1.94
6,6,2024-09-16,0,2024-09-16,86337,63,1014,11,119483,96,1000,671,1.05,107,99.93,1.11,36.6,50.5,0.08,67.11,1.8
7,7,2024-09-16,0,2024-09-16,86223,177,734,8,103045,61,1000,883,2.95,123,99.8,1.1,43.5,60.6,0.06,88.32,2.05
8,8,2024-09-16,0,2024-09-16,86400,0,449,2,140560,99,1000,633,0.0,154,100.0,0.47,41.4,50.2,0.07,63.39,2.57
9,9,2024-09-16,0,2024-09-16,86220,180,760,4,182388,178,1000,711,3.0,124,99.79,0.63,43.7,48.8,0.1,71.14,2.08
10,10,2024-09-16,0,2024-09-16,86320,80,930,7,188364,109,1000,591,1.3333333333333333,166,99.91,0.81,41.5,48.7,0.06,59.15,2.78
1,1,2024-09-17,0,2024-09-17,86178,222,863,6,124545,108,1000,649,3.7,95,99.74,0.75,46.5,54.0,0.09,64.94,1.59
2,2,2024-09-17,0,2024-09-17,86239,161,468,3,217044,180,1000,700,2.683333333333333,153,99.81,0.84,34.9,43.9,0.08,70.02,2.55
3,3,2024-09-17,0,2024-09-17,86328,72,1144,8,82904,66,1000,637,1.2,131,99.92,0.7,45.2,55.0,0.08,63.76,2.19
4,4,2024-09-17,0,2024-09-17,86259,141,449,4,214508,215,1000,666,2.35,122,99.84,1.03,40.4,49.8,0.1,66.63,2.04
5,5,2024-09-17,0,2024-09-17,86250,150,1029,12,94003,84,1000,653,2.5,165,99.83,1.24,44.2,57.9,0.09,65.36,2.76
6,6,2024-09-17,0,2024-09-17,86269,131,1131,12,211589,122,1000,678,2.183333333333333,130,99.85,1.09,47.3,55.4,0.06,67.88,2.18
7,7,2024-09-17,0,2024-09-17,86322,78,415,3,108385,102,1000,613,1.3,149,99.91,0.91,41.4,49.8,0.09,61.35,2.5
8,8,2024-09-17,0,2024-09-17,86304,96,402,3,230051,170,1000,717,1.6,94,99.89,0.99,36.7,54.3,0.07,71.76,1.58
9,9,2024-09-17,0,2024-09-17,86219,181,911,13,247839,210,1000,675,3.0166666666666666,94,99.79,1.51,50.8,63.8,0.09,67.52,1.57
10,10,2024-09-17,0,2024-09-17,86228,172,498,5,189811,234,1000,609,2.8666666666666667,135,99.8,1.2,38.4,46.6,0.12,60.91,2.25
1,1,2024-09-18,0,2024-09-18,86201,199,801,9,101616,66,1000,709,3.316666666666667,124,99.77,1.22,46.0,53.7,0.07,70.97,2.07
2,2,2024-09-18,0,2024-09-18,86109,291,980,13,89408,64,1000,677,4.85,103,99.66,1.35,53.6,66.0,0.07,67.7,1.72
3,3,2024-09-18,0,2024-09-18,86202,198,1178,9,104590,67,1000,812,3.3,124,99.77,0.83,42.6,55.5,0.06,81.22,2.08
4,4,2024-09-18,0,2024-09-18,86392,8,516,7,146815,89,1000,702,0.13333333333333333,151,99.99,1.45,39.1,53.1,0.06,70.22,2.52
5,5,2024-09-18,0,2024-09-18,86220,180,541,6,161409,130,1000,873,3.0,132,99.79,1.23,44.2,56.7,0.08,87.31,2.21
6,6,2024-09-18,0,2024-09-18,86223,177,667,6,237375,216,1000,565,2.95,115,99.8,1.04,48.5,58.8,0.09,56.52,1.92
7,7,2024-09-18,0,2024-09-18,86343,57,990,12,152662,79,1000,599,0.95,153,99.94,1.29,43.1,49.2,0.05,60.0,2.56
8,8,2024-09-18,0,2024-09-18,86198,202,952,6,200706,75,1000,894,3.3666666666666667,155,99.77,0.65,40.1,48.9,0.04,89.46,2.6
9,9,2024-09-18,0,2024-09-18,86157,243,660,7,198454,198,1000,787,4.05,117,99.72,1.12,45.0,58.6,0.1,78.79,1.96
10,10,2024-09-18,0,2024-09-18,86281,119,740,10,108212,128,1000,521,1.9833333333333334,125,99.86,1.43,41.3,53.1,0.12,52.11,2.09
1,1,2024-09-19,0,2024-09-19,86219,181,826,10,91384,83,1000,754,3.0166666666666666,114,99.79,1.27,52.5,67.5,0.09,75.45,1.9
2,2,2024-09-19,0,2024-09-19,86211,189,447,3,132972,84,1000,769,3.15,117,99.78,0.8,49.5,60.9,0.06,76.91,1.97
3,3,2024-09-19,0,2024-09-19,86250,150,520,1,126578,70,1000,715,2.5,162,99.83,0.33,52.9,68.4,0.06,71.54,2.71
4,4,2024-09-19,0,2024-09-19,86146,254,1199,11,172383,161,1000,749,4.233333333333333,144,99.71,1.0,40.3,53.3,0.09,74.91,2.4
5,5,2024-09-19,0,2024-09-19,86349,51,477,4,225864,252,1000,658,0.85,98,99.94,1.0,45.7,55.7,0.11,65.88,1.65
6,6,2024-09-19,0,2024-09-19,86172,228,808,9,181679,163,1000,715,3.8,142,99.74,1.19,37.2,55.1,0.09,71.53,2.37
7,7,2024-09-19,0,2024-09-19,86161,239,1086,14,107036,63,1000,756,3.9833333333333334,109,99.72,1.32,43.7,52.6,0.06,75.66,1.83
8,8,2024-09-19,0,2024-09-19,86214,186,978,6,183521,168,1000,580,3.1,125,99.78,0.65,58.7,75.0,0.09,58.02,2.1
9,9,2024-09-19,0,2024-09-19,86090,310,461,5,131757,102,1000,734,5.166666666666667,129,99.64,1.16,49.1,64.6,0.08,73.45,2.17
10,10,2024-09-19,0,2024-09-19,86190,210,451,4,238464,133,1000,641,3.5,115,99.76,1.1,53.1,65.8,0.06,64.17,1.93
1,1,2024-09-20,0,2024-09-20,86181,219,567,6,107517,136,1000,598,3.65,124,99.75,1.15,54.6,71.0,0.13,59.88,2.08
2,2,2024-09-20,0,2024-09-20,86214,186,781,9,110122,90,1000,699,3.1,108,99.79,1.19,42.2,48.1,0.08,69.92,1.81
3,3,2024-09-20,0,2024-09-20,86022,378,1040,7,106350,87,1000,742,6.3,112,99.56,0.73,46.7,57.6,0.08,74.29,1.87
4,4,2024-09-20,0,2024-09-20,86158,242,590,6,221769,153,1000,698,4.033333333333333,135,99.72,1.05,43.3,49.1,0.07,69.88,2.26
5,5,2024-09-20,0,2024-09-20,86134,266,978,8,231922,162,1000,650,4.433333333333334,156,99.69,0.86,51.9,70.7,0.07,65.08,2.61
6,6,2024-09-20,0,2024-09-20,86333,67,639,8,205443,115,1000,695,1.1166666666666667,97,99.92,1.37,32.3,43.1,0.06,69.53,1.62
7,7,2024-09-20,0,2024-09-20,86217,183,1081,5,203015,122,1000,757,3.05,120,99.79,0.51,50.2,64.6,0.06,75.8,2.0
8,8,2024-09-20,0,2024-09-20,86263,137,764,8,163472,128,1000,751,2.283333333333333,129,99.84,1.07,37.3,56.4,0.08,75.16,2.15
9,9,2024-09-20,0,2024-09-20,86266,134,1041,12,230367,207,1000,749,2.2333333333333334,95,99.84,1.21,48.0,59.9,0.09,74.94,1.59
10,10,2024-09-20,0,2024-09-20,86195,205,1004,8,161614,164,1000,660,3.4166666666666665,147,99.76,0.82,39.6,56.9,0.1,66.02,2.47
1,1,2024-09-21,0,2024-09-21,86323,77,419,5,153175,136,1000,710,1.2833333333333334,105,99.91,1.28,40.5,58.3,0.09,71.06,1.77
2,2,2024-09-21,0,2024-09-21,86133,267,836,8,236623,113,1000,847,4.45,132,99.69,1.07,39.0,53.4,0.05,84.79,2.21
3,3,2024-09-21,0,2024-09-21,86280,120,1056,10,247908,199,1000,842,2.0,102,99.86,0.98,43.3,57.2,0.08,84.27,1.71
4,4,2024-09-21,0,2024-09-21,86279,121,1051,8,149884,99,1000,792,2.0166666666666666,66,99.86,0.8,34.1,42.9,0.07,79.22,1.1
5,5,2024-09-21,0,2024-09-21,86151,249,868,8,85498,64,1000,652,4.15,125,99.71,0.98,45.9,54.1,0.08,65.24,2.1
6,6,2024-09-21,0,2024-09-21,86322,78,402,2,142833,142,1000,764,1.3,98,99.91,0.72,44.9,58.2,0.1,76.49,1.64
7,7,2024-09-21,0,2024-09-21,86330,70,814,10,92731,83,1000,395,1.1666666666666667,151,99.92,1.34,42.0,51.1,0.09,39.54,2.52
8,8,2024-09-21,0,2024-09-21,86248,152,987,10,214164,153,1000,512,2.533333333333333,134,99.82,1.07,46.3,54.5,0.07,51.22,2.25
9,9,2024-09-21,0,2024-09-21,86156,244,686,4,245663,175,1000,546,4.066666666666666,114,99.72,0.66,48.0,61.8,0.07,54.66,1.91
10,10,2024-09-21,0,2024-09-21,86069,331,1099,8,238539,222,1000,619,5.516666666666667,122,99.62,0.82,46.7,60.6,0.09,61.95,2.05
1,1,2024-09-22,0,2024-09-22,86254,146,565,6,170253,183,1000,830,2.433333333333333,131,99.83,1.15,41.0,57.0,0.11,83.01,2.19
2,2,2024-09-22,0,2024-09-22,86253,147,418,3,183714,187,1000,630,2.45,67,99.83,0.94,43.2,55.2,0.1,63.1,1.13
3,3,2024-09-22,0,2024-09-22,86165,235,1160,11,199391,152,1000,858,3.9166666666666665,165,99.73,1.0,46.9,64.8,0.08,85.87,2.76
4,4,2024-09-22,0,2024-09-22,86353,47,925,10,199860,132,1000,687,0.7833333333333333,108,99.95,1.19,38.6,46.6,0.07,68.76,1.81
5,5,2024-09-22,0,2024-09-22,86192,208,581,7,236350,191,1000,477,3.466666666666667,55,99.76,1.36,45.4,56.9,0.08,47.76,0.93
6,6,2024-09-22,0,2024-09-22,86053,347,1192,16,136459,52,1000,458,5.783333333333333,106,99.6,1.35,46.2,52.5,0.04,45.88,1.77
7,7,2024-09-22,0,2024-09-22,86304,96,655,6,149162,102,1000,704,1.6,83,99.89,0.98,40.2,57.9,0.07,70.46,1.39
8,8,2024-09-22,0,2024-09-22,86117,283,623,4,114283,48,1000,616,4.716666666666667,113,99.67,0.79,52.7,62.4,0.04,61.68,1.89
9,9,2024-09-22,0,2024-09-22,86325,75,901,7,236132,233,1000,689,1.25,156,99.91,0.79,32.5,44.0,0.1,68.96,2.6
10,10,2024-09-22,0,2024-09-22,86273,127,917,9,234259,228,1000,619,2.1166666666666667,76,99.85,0.98,55.0,60.2,0.1,61.93,1.28
1,1,2024-09-23,0,2024-09-23,86307,93,791,2,109783,98,1000,616,1.55,124,99.89,0.28,44.8,63.0,0.09,61.68,2.07
2,2,2024-09-23,0,2024-09-23,86120,280,556,8,185923,115,1000,688,4.666666666666667,113,99.68,1.46,43.3,54.1,0.06,68.86,1.89
3,3,2024-09-23,0,2024-09-23,86190,210,948,12,111346,78,1000,619,3.5,137,99.76,1.33,52.8,68.7,0.07,61.96,2.3
4,4,2024-09-23,0,2024-09-23,86224,176,483,4,108459,52,1000,773,2.933333333333333,134,99.8,1.03,48.0,67.4,0.05,77.33,2.25
5,5,2024-09-23,0,2024-09-23,86290,110,606,5,174836,145,1000,893,1.8333333333333333,186,99.87,0.88,34.7,45.1,0.08,89.32,3.1
6,6,2024-09-23,0,2024-09-23,86327,73,1185,14,130751,66,1000,673,1.2166666666666666,99,99.92,1.22,49.1,65.0,0.05,67.3,1.66
7,7,2024-09-23,0,2024-09-23,86228,172,413,4,148070,121,1000,809,2.8666666666666667,138,99.8,0.98,50.9,68.9,0.08,80.95,2.31
8,8,2024-09-23,0,2024-09-23,86400,0,502,5,137554,72,1000,733,0.0,128,100.0,1.1,51.0,66.4,0.05,73.34,2.14
9,9,2024-09-23,0,2024-09-23,86374,26,688,8,82388,71,1000,727,0.43333333333333335,143,99.97,1.24,46.9,56.6,0.09,72.76,2.4
10,10,2024-09-23,0,2024-09-23,86272,128,490,5,115491,135,1000,620,2.1333333333333333,147,99.85,1.14,49.5,62.5,0.12,62.0,2.46
1,1,2024-09-24,0,2024-09-24,86233,167,514,2,148810,141,1000,699,2.783333333333333,165,99.81,0.47,35.2,41.2,0.09,69.93,2.76
2,2,2024-09-24,0,2024-09-24,86196,204,1178,12,176929,160,1000,945,3.4,148,99.76,1.09,59.0,67.5,0.09,94.53,2.47
3,3,2024-09-24,0,2024-09-24,86174,226,967,10,159419,118,1000,874,3.7666666666666666,112,99.74,1.05,44.2,57.6,0.07,87.5,1.88
4,4,2024-09-24,0,2024-09-24,86288,112,616,6,200634,135,1000,757,1.8666666666666667,91,99.87,1.02,44.3,63.0,0.07,75.71,1.52
5,5,2024-09-24,0,2024-09-24,86090,310,1137,12,106605,76,1000,796,5.166666666666667,44,99.64,1.07,37.1,46.0,0.07,79.68,0.74
6,6,2024-09-24,0,2024-09-24,86265,135,598,5,114742,122,1000,712,2.25,138,99.84,1.0,36.3,45.1,0.11,71.27,2.31
7,7,2024-09-24,0,2024-09-24,86327,73,438,6,84421,41,1000,667,1.2166666666666666,142,99.92,1.45,44.9,53.4,0.05,66.79,2.38
8,8,2024-09-24,0,2024-09-24,86118,282,708,5,212188,146,1000,665,4.7,116,99.67,0.84,45.6,54.0,0.07,66.56,1.95
9,9,2024-09-24,0,2024-09-24,86144,256,734,5,194094,178,1000,734,4.266666666666667,130,99.7,0.75,45.4,64.4,0.09,73.42,2.18
10,10,2024-09-24,0,2024-09-24,86198,202,486,4,116720,104,1000,480,3.3666666666666667,105,99.77,0.94,43.8,52.0,0.09,48.05,1.77
1,1,2024-09-25,0,2024-09-25,86109,291,477,5,116181,83,1000,691,4.85,95,99.66,1.05,35.2,42.6,0.07,69.13,1.59
2,2,2024-09-25,0,2024-09-25,86295,105,981,7,198864,125,1000,495,1.75,115,99.88,0.8,43.6,51.4,0.06,49.59,1.93
3,3,2024-09-25,0,2024-09-25,86160,240,674,5,131577,96,1000,811,4.0,121,99.72,0.81,48.2,59.3,0.07,81.17,2.03
4,4,2024-09-25,0,2024-09-25,86234,166,1134,9,104863,55,1000,631,2.7666666666666666,142,99.81,0.86,48.2,57.1,0.05,63.13,2.38
5,5,2024-09-25,0,2024-09-25,86287,113,1187,14,107228,88,1000,685,1.8833333333333333,144,99.87,1.26,41.9,54.1,0.08,68.55,2.41
6,6,2024-09-25,0,2024-09-25,86219,181,895,7,126278,73,1000,659,3.0166666666666666,151,99.79,0.79,44.3,52.9,0.06,65.98,2.52
7,7,2024-09-25,0,2024-09-25,86235,165,864,9,82083,47,1000,816,2.75,142,99.81,1.14,40.9,53.5,0.06,81.61,2.37
8,8,2024-09-25,0,2024-09-25,86265,135,862,9,93173,49,1000,872,2.25,155,99.84,1.08,37.6,51.0,0.05,87.28,2.59
9,9,2024-09-25,0,2024-09-25,86194,206,598,5,204411,171,1000,545,3.433333333333333,90,99.76,0.92,33.8,52.8,0.08,54.6,1.5
10,10,2024-09-25,0,2024-09-25,86299,101,1038,11,215405,163,1000,875,1.6833333333333333,131,99.88,1.14,39.2,57.2,0.08,87.54,2.19
1,1,2024-09-26,0,2024-09-26,86224,176,1092,10,151675,113,1000,715,2.933333333333333,100,99.8,1.0,41.9,60.0,0.07,71.51,1.67
2,2,2024-09-26,0,2024-09-26,86237,163,869,10,225904,203,1000,633,2.716666666666667,126,99.81,1.15,49.0,63.5,0.09,63.32,2.1
3,3,2024-09-26,0,2024-09-26,86219,181,999,8,108790,105,1000,530,3.0166666666666666,125,99.79,0.89,47.4,57.5,0.1,53.08,2.1
4,4,2024-09-26,0,2024-09-26,86129,271,553,5,225688,200,1000,872,4.516666666666667,123,99.69,0.95,37.8,51.5,0.09,87.28,2.06
5,5,2024-09-26,0,2024-09-26,86198,202,846,6,217304,131,1000,695,3.3666666666666667,119,99.77,0.77,35.3,49.9,0.06,69.54,1.99
6,6,2024-09-26,0,2024-09-26,86139,261,679,9,210922,126,1000,715,4.35,103,99.7,1.36,51.3,62.4,0.06,71.55,1.73
7,7,2024-09-26,0,2024-09-26,86304,96,646,6,112469,72,1000,652,1.6,117,99.89,1.04,46.4,54.4,0.06,65.27,1.96
8,8,2024-09-26,0,2024-09-26,86154,246,585,4,227590,169,1000,730,4.1,121,99.72,0.75,52.3,71.0,0.07,73.04,2.03
9,9,2024-09-26,0,2024-09-26,86234,166,740,7,162292,181,1000,640,2.7666666666666666,105,99.81,1.06,40.4,51.5,0.11,64.09,1.76
10,10,2024-09-26,0,2024-09-26,86256,144,888,10,148937,101,1000,568,2.4,131,99.83,1.13,54.4,68.7,0.07,56.9,2.19
1,1,2024-09-27,0,2024-09-27,86166,234,1084,10,119032,102,1000,652,3.9,75,99.73,0.95,42.7,52.5,0.09,65.29,1.25
2,2,2024-09-27,0,2024-09-27,86219,181,402,5,136058,152,1000,587,3.0166666666666666,154,99.79,1.3,48.9,66.3,0.11,58.73,2.57
3,3,2024-09-27,0,2024-09-27,86249,151,711,7,204534,177,1000,706,2.5166666666666666,123,99.83,1.03,51.6,64.6,0.09,70.64,2.06
4,4,2024-09-27,0,2024-09-27,86367,33,1089,13,215852,177,1000,751,0.55,102,99.96,1.26,49.2,67.5,0.08,75.12,1.7
5,5,2024-09-27,0,2024-09-27,86290,110,1179,17,176252,112,1000,484,1.8333333333333333,103,99.87,1.49,43.8,51.3,0.06,48.44,1.72
6,6,2024-09-27,0,2024-09-27,86314,86,545,5,220530,143,1000,820,1.4333333333333333,120,99.9,0.93,45.4,60.5,0.07,82.08,2.0
7,7,2024-09-27,0,2024-09-27,86334,66,818,8,225721,224,1000,739,1.1,123,99.92,1.04,38.4,43.8,0.1,73.93,2.07
8,8,2024-09-27,0,2024-09-27,86300,100,1127,2,149396,127,1000,739,1.6666666666666667,75,99.88,0.2,41.8,51.8,0.09,73.99,1.26
9,9,2024-09-27,0,2024-09-27,86142,258,1035,17,228173,140,1000,717,4.3,68,99.7,1.65,43.2,50.0,0.06,71.72,1.15
10,10,2024-09-27,0,2024-09-27,86138,262,835,5,209463,188,1000,658,4.366666666666666,107,99.7,0.65,45.5,55.9,0.09,65.85,1.8
1,1,2024-09-28,0,2024-09-28,86247,153,1186,9,118314,100,1000,766,2.55,144,99.82,0.82,44.5,50.8,0.09,76.62,2.42
2,2,2024-09-28,0,2024-09-28,86179,221,836,6,234347,113,1000,812,3.683333333333333,145,99.75,0.76,50.5,64.0,0.05,81.24,2.43
3,3,2024-09-28,0,2024-09-28,86218,182,961,10,245761,236,1000,653,3.033333333333333,95,99.79,1.07,54.8,66.5,0.1,65.33,1.59
4,4,2024-09-28,0,2024-09-28,86207,193,571,2,155130,145,1000,644,3.216666666666667,95,99.78,0.47,48.6,56.7,0.09,64.49,1.58
5,5,2024-09-28,0,2024-09-28,86169,231,583,5,220935,178,1000,606,3.85,164,99.73,0.95,39.0,53.9,0.08,60.64,2.74
6,6,2024-09-28,0,2024-09-28,86181,219,729,7,230602,184,1000,705,3.65,113,99.75,1.08,46.9,58.0,0.08,70.56,1.9
7,7,2024-09-28,0,2024-09-28,86233,167,715,4,115564,96,1000,588,2.783333333333333,115,99.81,0.61,45.1,54.6,0.08,58.81,1.92
8,8,2024-09-28,0,2024-09-28,86048,352,1078,5,90293,43,1000,685,5.866666666666666,89,99.59,0.48,41.1,48.2,0.05,68.59,1.49
9,9,2024-09-28,0,2024-09-28,86260,140,924,8,191249,202,1000,678,2.3333333333333335,116,99.84,0.97,46.9,58.6,0.11,67.82,1.95
10,10,2024-09-28,0,2024-09-28,86245,155,707,5,168769,139,1000,789,2.5833333333333335,114,99.82,0.84,36.2,47.3,0.08,78.97,1.9
1,1,2024-09-29,0,2024-09-29,86164,236,1102,11,142368,102,1000,760,3.933333333333333,120,99.73,1.02,54.2,60.8,0.07,76.04,2.0
2,2,2024-09-29,0,2024-09-29,86059,341,1046,12,225856,179,1000,646,5.683333333333334,152,99.61,1.15,52.9,65.5,0.08,64.64,2.54
3,3,2024-09-29,0,2024-09-29,86139,261,781,7,233635,222,1000,592,4.35,140,99.7,0.96,47.3,57.2,0.1,59.2,2.35
4,4,2024-09-29,0,2024-09-29,86386,14,915,9,248611,230,1000,752,0.23333333333333334,146,99.98,1.01,44.6,59.1,0.09,75.22,2.44
5,5,2024-09-29,0,2024-09-29,86133,267,434,3,188163,194,1000,706,4.45,120,99.69,0.82,49.8,56.1,0.1,70.68,2.01
6,6,2024-09-29,0,2024-09-29,86186,214,1132,8,226361,244,1000,686,3.566666666666667,161,99.75,0.79,37.0,52.6,0.11,68.63,2.7
7,7,2024-09-29,0,2024-09-29,86146,254,1165,10,91687,75,1000,922,4.233333333333333,95,99.71,0.92,42.4,51.9,0.08,92.26,1.59
8,8,2024-09-29,0,2024-09-29,86223,177,1063,12,208334,203,1000,956,2.95,129,99.8,1.13,42.9,51.6,0.1,95.61,2.17
9,9,2024-09-29,0,2024-09-29,86301,99,852,14,109406,111,1000,658,1.65,118,99.89,1.71,50.2,57.4,0.1,65.84,1.97
10,10,2024-09-29,0,2024-09-29,86214,186,450,5,140339,93,1000,590,3.1,86,99.79,1.21,48.3,64.3,0.07,59.04,1.43
1,1,2024-09-30,0,2024-09-30,86162,238,653,7,231039,175,1000,713,3.966666666666667,160,99.72,1.2,58.9,70.7,0.08,71.31,2.68
2,2,2024-09-30,0,2024-09-30,86137,263,1078,9,190791,195,1000,860,4.383333333333334,123,99.7,0.92,51.6,71.3,0.1,86.09,2.07
3,3,2024-09-30,0,2024-09-30,86306,94,560,4,199922,161,1000,754,1.5666666666666667,74,99.89,0.88,47.4,61.8,0.08,75.45,1.24
4,4,2024-09-30,0,2024-09-30,86190,210,447,4,243380,280,1000,892,3.5,106,99.76,0.91,38.4,44.4,0.12,89.3,1.78
5,5,2024-09-30,0,2024-09-30,86296,104,844,9,231177,244,1000,831,1.7333333333333334,104,99.88,1.12,50.3,61.3,0.11,83.12,1.74
6,6,2024-09-30,0,2024-09-30,86247,153,940,10,242785,250,1000,670,2.55,110,99.82,1.09,47.6,55.4,0.1,67.02,1.85
7,7,2024-09-30,0,2024-09-30,86194,206,802,7,135463,101,1000,681,3.433333333333333,97,99.76,0.92,54.3,64.8,0.08,68.16,1.62
8,8,2024-09-30,0,2024-09-30,86122,278,752,8,178606,228,1000,575,4.633333333333334,160,99.68,1.1,44.4,55.7,0.13,57.57,2.67
9,9,2024-09-30,0,2024-09-30,86219,181,757,9,109059,87,1000,735,3.0166666666666666,93,99.79,1.21,49.2,69.0,0.08,73.58,1.55
10,10,2024-09-30,0,2024-09-30,86296,104,841,5,196649,174,1000,603,1.7333333333333334,165,99.88,0.63,45.2,58.5,0.09,60.4,2.76
1,1,2024-10-01,0,2024-10-01,86177,223,955,7,141579,112,1000,719,3.716666666666667,145,99.74,0.74,53.1,60.8,0.08,71.92,2.43
2,2,2024-10-01,0,2024-10-01,86266,134,839,7,101668,84,1000,646,2.2333333333333334,67,99.85,0.83,40.1,57.6,0.08,64.62,1.12
3,3,2024-10-01,0,2024-10-01,86152,248,1050,4,155493,91,1000,665,4.133333333333334,113,99.71,0.38,65.2,72.1,0.06,66.51,1.89
4,4,2024-10-01,0,2024-10-01,86345,55,412,3,187413,64,1000,725,0.9166666666666666,128,99.94,0.73,50.8,61.3,0.03,72.51,2.14
5,5,2024-10-01,0,2024-10-01,86297,103,923,6,124157,110,1000,595,1.7166666666666666,135,99.88,0.75,48.1,56.3,0.09,59.56,2.27
6,6,2024-10-01,0,2024-10-01,86336,64,623,7,98591,76,1000,746,1.0666666666666667,58,99.93,1.19,38.2,56.0,0.08,74.65,0.97
7,7,2024-10-01,0,2024-10-01,86205,195,604,7,157584,73,1000,798,3.25,105,99.77,1.19,51.5,69.5,0.05,79.88,1.75
8,8,2024-10-01,0,2024-10-01,86145,255,514,6,198463,168,1000,716,4.25,91,99.71,1.2,45.3,56.8,0.08,71.68,1.53
9,9,2024-10-01,0,2024-10-01,86218,182,1085,8,185036,185,1000,732,3.033333333333333,86,99.79,0.81,39.0,56.5,0.1,73.24,1.44
10,10,2024-10-01,0,2024-10-01,86238,162,669,5,81494,54,1000,827,2.7,140,99.81,0.89,44.2,60.8,0.07,82.77,2.35
1,1,2024-10-02,0,2024-10-02,86298,102,707,7,175820,104,1000,642,1.7,129,99.88,1.04,36.8,44.0,0.06,64.21,2.15
2,2,2024-10-02,0,2024-10-02,86141,259,603,4,188105,153,1000,638,4.316666666666666,134,99.7,0.7,41.9,59.5,0.08,63.81,2.24
3,3,2024-10-02,0,2024-10-02,86212,188,416,2,85490,47,1000,704,3.1333333333333333,135,99.78,0.66,39.7,47.8,0.06,70.44,2.26
4,4,2024-10-02,0,2024-10-02,86252,148,1166,8,184033,118,1000,766,2.466666666666667,122,99.83,0.73,34.6,39.9,0.06,76.7,2.04
5,5,2024-10-02,0,2024-10-02,86163,237,893,9,222314,246,1000,704,3.95,148,99.73,1.07,34.9,43.2,0.11,70.42,2.48
6,6,2024-10-02,0,2024-10-02,86209,191,1141,9,141722,144,1000,665,3.183333333333333,82,99.78,0.82,38.8,57.8,0.1,66.51,1.38
7,7,2024-10-02,0,2024-10-02,86316,84,633,5,172180,173,1000,728,1.4,110,99.9,0.82,45.8,62.0,0.1,72.87,1.84
8,8,2024-10-02,0,2024-10-02,86234,166,498,3,156872,92,1000,622,2.7666666666666666,179,99.81,0.72,44.5,63.9,0.06,62.29,3.0
9,9,2024-10-02,0,2024-10-02,86248,152,863,9,107972,88,1000,841,2.533333333333333,79,99.82,1.11,47.2,64.5,0.08,84.12,1.32
10,10,2024-10-02,0,2024-10-02,86198,202,525,6,105638,63,1000,609,3.3666666666666667,95,99.77,1.17,41.3,48.2,0.06,60.93,1.59
1,1,2024-10-03,0,2024-10-03,86226,174,892,9,104828,97,1000,747,2.9,105,99.8,1.04,45.7,51.8,0.09,74.71,1.75
2,2,2024-10-03,0,2024-10-03,86334,66,577,7,163867,104,1000,557,1.1,83,99.92,1.23,38.9,50.3,0.06,55.7,1.4
3,3,2024-10-03,0,2024-10-03,86199,201,634,5,115217,54,1000,724,3.35,98,99.77,0.84,50.5,63.9,0.05,72.46,1.64
4,4,2024-10-03,0,2024-10-03,86128,272,533,4,109115,99,1000,579,4.533333333333333,138,99.69,0.86,41.9,57.1,0.09,57.94,2.31
5,5,2024-10-03,0,2024-10-03,86138,262,585,6,245934,167,1000,587,4.366666666666666,127,99.7,1.18,48.0,60.5,0.07,58.74,2.12
6,6,2024-10-03,0,2024-10-03,86292,108,1012,7,235067,173,1000,763,1.8,74,99.88,0.74,51.1,68.6,0.07,76.32,1.24
7,7,2024-10-03,0,2024-10-03,86247,153,756,8,230277,204,1000,536,2.55,105,99.82,1.19,35.2,51.8,0.09,53.69,1.76
8,8,2024-10-03,0,2024-10-03,86239,161,614,6,125285,12,1000,726,2.683333333333333,102,99.81,0.98,44.6,51.6,0.01,72.62,1.71
9,9,2024-10-03,0,2024-10-03,86155,245,702,7,153266,171,1000,851,4.083333333333333,128,99.72,1.07,32.1,50.9,0.11,85.19,2.13
